t,icao,tpos,lat,lon,alt,tv,gs,trk,roc,t50,tas,t60,ias,mach,hdg,vwx,vwy,temp
1522942452.030716,4841D5,1522942451.8140721,52.03982,4.59087,6600.0,1522942452.030716,275.0,45.74,2496.0,1522942452.333107,284.0,1522942452.33306,261.0,0.444,42.715,4.38,-11.08,268.22
1522942453.2314222,4841D5,1522942453.2314222,52.04107,4.59385,6675.0,1522942452.567795,275.0,45.74,2688.0,1522942452.843538,284.0,1522942453.076705,262.0,0.444,42.715,4.35,-11.08,268.42
1522942454.261863,4841D5,1522942454.261863,52.04201,4.59526,6725.0,1522942453.997607,275.0,46.03,2880.0,1522942454.256325,284.0,1522942454.2563472,262.0,0.444,42.538999999999994,4.4,-11.06,268.62
1522942455.315827,4841D5,1522942455.315827,52.04293,4.59684,6775.0,1522942455.173285,275.0,46.03,3008.0,1522942454.256325,284.0,1522942455.2778368,261.0,0.444,42.538999999999994,4.38,-11.06,268.73
1522942456.161129,4841D5,1522942456.161129,52.04368,4.59676,6825.0,1522942456.130516,275.0,46.18,3072.0,1522942456.3382552,284.0,1522942456.338227,261.0,0.444,42.538999999999994,4.42,-11.08,268.91
1522942457.3925948,4841D5,1522942456.593751,52.04407,4.59831,6825.0,1522942457.3925948,275.0,46.18,2560.0,1522942456.3382552,284.0,1522942457.0809698,261.0,0.44799999999999995,42.715,4.43,-11.12,268.42
1522942458.265903,4841D5,1522942458.120572,52.0454,4.599819999999999,6900.0,1522942458.265903,276.0,46.32,2304.0,1522942458.223268,286.0,1522942458.223293,262.0,0.44799999999999995,42.715,4.43,-11.15,268.35
1522942460.415917,4841D5,1522942460.175593,52.04722,4.6028,6975.0,1522942460.415917,276.0,46.32,1920.0,1522942458.223268,286.0,1522942460.347561,262.0,0.44799999999999995,42.891000000000005,4.44,-11.19,268.29
1522942460.7190778,4841D5,1522942460.175593,52.04722,4.6028,6975.0,1522942460.415917,276.0,46.32,1920.0,1522942458.223268,286.0,1522942461.106643,262.0,0.44799999999999995,42.891000000000005,4.43,-11.2,268.29
1522942462.159836,4841D5,1522942460.175593,52.04722,4.6028,6975.0,1522942462.159836,276.0,46.32,1920.0,1522942462.064021,286.0,1522942462.195689,262.0,0.44799999999999995,42.891000000000005,4.41,-11.23,268.28
1522942463.383565,4841D5,1522942463.383565,52.050059999999995,4.60876,7075.0,1522942463.122503,276.0,46.32,1920.0,1522942462.064021,286.0,1522942463.309572,262.0,0.44799999999999995,42.715,4.43,-11.26,268.36
1522942464.296643,4841D5,1522942464.296643,52.05084,4.61029,7100.0,1522942464.170201,276.0,46.32,1920.0,1522942462.064021,286.0,1522942463.902634,262.0,0.44799999999999995,42.715,4.47,-11.27,268.29
1522942465.283827,4841D5,1522942465.283827,52.05173,4.61183,7150.0,1522942464.704058,277.0,46.46,1856.0,1522942462.064021,286.0,1522942464.73333,262.0,0.44799999999999995,42.715,4.51,-11.29,268.27
1522942467.304478,4841D5,1522942467.2903938,52.0535,4.61489,7200.0,1522942467.304478,277.0,46.46,1728.0,1522942462.064021,286.0,1522942467.3311849,261.0,0.44799999999999995,42.538999999999994,4.58,-11.27,268.21
1522942467.883382,4841D5,1522942467.2903938,52.0535,4.61489,7200.0,1522942467.883382,277.0,46.46,1728.0,1522942468.338905,286.0,1522942468.338894,261.0,0.44799999999999995,42.538999999999994,4.64,-11.37,268.22
1522942469.422233,4841D5,1522942469.422233,52.055409999999995,4.61795,7275.0,1522942469.2192461,277.0,46.46,1728.0,1522942468.694355,286.0,1522942468.694362,261.0,0.44799999999999995,42.538999999999994,4.7,-11.38,268.27
1522942471.47283,4841D5,1522942471.47283,52.05723,4.62085,7325.0,1522942471.2030349,277.0,46.46,1600.0,1522942468.694355,286.0,1522942471.095464,261.0,0.44799999999999995,42.538999999999994,4.77,-11.41,268.25
1522942472.21263,4841D5,1522942471.47283,52.05723,4.62085,7325.0,1522942472.21263,277.0,46.46,1472.0,1522942472.425906,286.0,1522942472.471307,261.0,0.44799999999999995,42.538999999999994,4.82,-11.43,268.25
1522942473.255256,4841D5,1522942471.47283,52.05723,4.62085,7325.0,1522942473.255256,277.0,46.31,1344.0,1522942473.132261,286.0,1522942473.137228,261.0,0.44799999999999995,42.538999999999994,4.86,-11.41,268.26
1522942474.3848472,4841D5,1522942474.3848472,52.05981,4.6254,7400.0,1522942474.164271,277.0,46.31,1344.0,1522942474.094392,286.0,1522942474.094378,261.0,0.44799999999999995,42.538999999999994,4.91,-11.41,267.09
1522942476.3235312,4841D5,1522942476.3235312,52.06151,4.62845,7425.0,1522942476.155589,277.0,46.31,1280.0,1522942476.359582,286.0,1522942476.483531,261.0,0.452,42.363,4.98,-11.42,266.68
1522942477.251859,4841D5,1522942477.251859,52.06235,4.6298699999999995,7450.0,1522942477.1822062,277.0,46.31,1280.0,1522942477.270317,286.0,1522942477.113532,261.0,0.452,42.363,5.04,-11.42,266.34
1522942478.195063,4841D5,1522942478.195063,52.063159999999996,4.631419999999999,7475.0,1522942477.1822062,277.0,46.31,1280.0,1522942477.270317,286.0,1522942478.135771,261.0,0.452,42.363,5.1,-11.45,266.12
1522942479.134268,4841D5,1522942478.756029,52.06366,4.631419999999999,7475.0,1522942479.134268,277.0,46.31,1280.0,1522942479.372224,286.0,1522942479.3747811,261.0,0.452,42.363,5.15,-11.45,265.94
1522942480.295985,4841D5,1522942480.295985,52.06503,4.63448,7525.0,1522942480.096366,277.0,46.31,1216.0,1522942479.767786,286.0,1522942479.767648,261.0,0.452,42.363,5.2,-11.46,265.74
1522942481.314301,4841D5,1522942481.314301,52.06593,4.636,7525.0,1522942480.626711,277.0,46.31,1280.0,1522942480.790228,286.0,1522942481.1594448,261.0,0.452,42.363,5.25,-11.56,265.63
1522942482.2996972,4841D5,1522942482.2996972,52.06682,4.63745,7550.0,1522942482.1423619,277.0,46.31,1280.0,1522942482.032315,286.0,1522942482.143702,261.0,0.452,42.363,5.29,-11.55,265.49
1522942484.3886142,4841D5,1522942484.3886142,52.0687,4.6405,7600.0,1522942484.2331061,277.0,46.17,1280.0,1522942484.344233,286.0,1522942484.344226,261.0,0.452,42.363,5.3,-11.51,265.38
1522942485.3435268,4841D5,1522942485.3435268,52.069520000000004,4.64204,7625.0,1522942485.2322981,277.0,46.17,1280.0,1522942484.968262,286.0,1522942485.1697,260.0,0.452,42.363,5.33,-11.5,265.29
1522942486.413057,4841D5,1522942486.413057,52.070479999999996,4.64355,7650.0,1522942486.215364,277.0,46.17,1280.0,1522942484.968262,286.0,1522942486.156022,260.0,0.452,42.188,5.35,-11.52,265.14
1522942487.4783108,4841D5,1522942487.4783108,52.07142,4.64494,7675.0,1522942486.215364,277.0,46.17,1280.0,1522942484.968262,286.0,1522942487.4140186,260.0,0.452,42.188,5.39,-11.53,264.86
1522942488.163547,4841D5,1522942487.960911,52.07184,4.64494,7675.0,1522942488.163547,277.0,46.17,1280.0,1522942488.3641849,286.0,1522942488.356197,260.0,0.452,42.188,5.41,-11.53,264.81
1522942489.2141619,4841D5,1522942489.2141619,52.072959999999995,4.648,7700.0,1522942488.73024,277.0,46.17,1280.0,1522942489.170352,286.0,1522942489.197572,260.0,0.452,42.188,5.41,-11.52,264.84
1522942490.371414,4841D5,1522942489.62046,52.07333,4.64808,7725.0,1522942490.081361,277.0,46.17,1280.0,1522942489.170352,286.0,1522942490.312642,260.0,0.452,42.188,5.44,-11.54,264.8
1522942491.187776,4841D5,1522942490.556005,52.07419,4.649430000000001,7750.0,1522942491.187776,277.0,46.17,1280.0,1522942491.3075778,286.0,1522942491.43258,260.0,0.452,42.188,5.47,-11.55,264.7
1522942491.646885,4841D5,1522942490.556005,52.07419,4.649430000000001,7750.0,1522942491.646885,277.0,46.17,1344.0,1522942492.45439,286.0,1522942492.454383,260.0,0.452,42.363,5.47,-11.54,264.67
1522942493.403526,4841D5,1522942493.403526,52.07673,4.65404,7800.0,1522942493.261696,277.0,46.17,1344.0,1522942493.339107,288.0,1522942493.339113,260.0,0.452,42.538999999999994,5.44,-11.57,264.85
1522942494.4353518,4841D5,1522942494.4353518,52.07762,4.65561,7825.0,1522942494.156903,277.0,46.17,1344.0,1522942493.339107,288.0,1522942494.182146,260.0,0.452,42.891000000000005,5.37,-11.54,265.03
1522942495.4884179,4841D5,1522942495.4884179,52.07855,4.657030000000001,7850.0,1522942495.18316,277.0,46.31,1280.0,1522942493.339107,288.0,1522942495.4404118,260.0,0.452,43.593999999999994,5.24,-11.49,265.2
1522942496.179321,4841D5,1522942495.988129,52.07897,4.657030000000001,7875.0,1522942496.179321,278.0,46.89,1344.0,1522942496.422186,288.0,1522942496.422172,260.0,0.452,44.473,5.25,-11.46,265.18
1522942497.105835,4841D5,1522942497.027383,52.07986,4.65866,7900.0,1522942497.105835,278.0,47.48,1344.0,1522942497.361902,288.0,1522942497.3619142,260.0,0.452,45.527,5.27,-11.45,265.19
1522942498.107698,4841D5,1522942497.027383,52.07986,4.65866,7900.0,1522942498.107698,278.0,48.35,1408.0,1522942497.921113,288.0,1522942498.2109199,260.0,0.452,46.406000000000006,5.29,-11.44,265.22
1522942500.477448,4841D5,1522942499.700094,52.08209,4.66338,7950.0,1522942499.6754491,279.0,50.67,1408.0,1522942500.383278,288.0,1522942500.3497,260.0,0.452,49.57,5.3,-11.41,265.22
1522942501.138498,4841D5,1522942501.032701,52.08316,4.66515,7975.0,1522942501.138498,280.0,52.39,1472.0,1522942500.383278,288.0,1522942501.072985,260.0,0.452,50.977,5.32,-11.4,265.24
1522942502.065557,4841D5,1522942502.065557,52.0839,4.66668,8025.0,1522942501.138498,280.0,52.39,1472.0,1522942500.383278,288.0,1522942502.212522,260.0,0.452,52.91,5.32,-11.38,265.16
1522942504.488173,4841D5,1522942504.488173,52.08559,4.67209,8075.0,1522942504.395473,284.0,59.38,1152.0,1522942504.355473,288.0,1522942504.3408961,260.0,0.452,56.777,5.34,-11.32,265.13
1522942505.482619,4841D5,1522942505.064191,52.086000000000006,4.67201,8075.0,1522942504.395473,284.0,59.38,1152.0,1522942505.2021198,288.0,1522942505.23138,260.0,0.452,58.535,5.35,-11.43,264.95
1522942506.44055,4841D5,1522942505.52988,52.08627,4.67405,8075.0,1522942506.44055,287.0,63.08,1280.0,1522942505.885798,288.0,1522942505.885829,260.0,0.456,59.766000000000005,5.35,-11.4,264.99
1522942507.969043,4841D5,1522942507.969043,52.08767,4.67774,8150.0,1522942507.4462938,288.0,64.95,1344.0,1522942505.885798,288.0,1522942507.50124,261.0,0.456,63.105,5.32,-11.36,265.12
1522942509.471056,4841D5,1522942509.471056,52.08837,4.68175,8200.0,1522942507.4462938,288.0,64.95,1344.0,1522942505.885798,288.0,1522942509.228577,261.0,0.456,66.445,5.33,-11.37,265.19
1522942509.471056,4841D5,1522942509.471056,52.08837,4.68175,8200.0,1522942507.4462938,288.0,64.95,1344.0,1522942510.078799,290.0,1522942509.228577,261.0,0.456,66.445,5.29,-11.33,265.22
1522942510.952352,4841D5,1522942510.952352,52.08902,4.6839900000000005,8250.0,1522942510.578507,291.0,71.19,2048.0,1522942511.469341,290.0,1522942511.4693599,260.0,0.456,71.016,5.29,-11.33,265.27
1522942512.175664,4841D5,1522942510.952352,52.08902,4.6839900000000005,8250.0,1522942512.175664,292.0,73.3,2240.0,1522942512.26213,290.0,1522942512.262119,260.0,0.456,72.598,5.27,-11.29,265.3
1522942512.746226,4841D5,1522942510.952352,52.08902,4.6839900000000005,8250.0,1522942512.746226,292.0,75.16,2368.0,1522942512.26213,290.0,1522942513.2563946,260.0,0.456,74.18,5.22,-11.27,265.34
1522942513.961693,4841D5,1522942513.961693,52.09005,4.69014,8350.0,1522942512.746226,292.0,75.16,2368.0,1522942512.26213,290.0,1522942514.341439,260.0,0.456,76.289,5.23,-11.26,265.54
1522942516.438304,4841D5,1522942516.04569,52.090509999999995,4.694459999999999,8450.0,1522942516.438304,296.0,82.44,2560.0,1522942516.2336,290.0,1522942516.324066,260.0,0.456,80.156,5.21,-11.45,265.71
1522942518.028154,4841D5,1522942518.028154,52.090790000000005,4.69909,8525.0,1522942517.987944,297.0,84.4,2624.0,1522942518.41289,290.0,1522942518.418242,260.0,0.456,84.023,5.19,-11.39,265.57
1522942520.4880948,4841D5,1522942519.96955,52.09088,4.7034,8625.0,1522942520.4880948,301.0,89.62,2624.0,1522942519.531987,290.0,1522942520.377367,260.0,0.46,87.539,5.15,-11.36,265.61
1522942521.494313,4841D5,1522942519.96955,52.09088,4.7034,8625.0,1522942521.494313,302.0,91.33,2624.0,1522942521.072709,290.0,1522942521.2738314,260.0,0.46,89.12100000000001,5.14,-11.35,265.61
1522942521.494313,4841D5,1522942519.96955,52.09088,4.7034,8625.0,1522942521.494313,302.0,91.33,2624.0,1522942521.072709,290.0,1522942521.71298,260.0,0.46,89.824,5.12,-11.33,265.61
1522942524.0443368,4841D5,1522942524.0443368,52.0906,4.71266,8800.0,1522942522.5252619,303.0,93.02,2624.0,1522942524.1457741,292.0,1522942521.71298,260.0,0.46,89.824,5.13,-11.33,264.25
1522942525.08229,4841D5,1522942525.074557,52.09039,4.71474,8850.0,1522942525.08229,306.0,96.57,2560.0,1522942524.1457741,292.0,1522942525.28373,262.0,0.46399999999999997,96.32799999999999,5.14,-11.31,264.3
1522942526.47581,4841D5,1522942525.973243,52.09019,4.71706,8900.0,1522942526.47581,307.0,100.11,2624.0,1522942525.682918,294.0,1522942525.28373,262.0,0.46399999999999997,96.32799999999999,5.16,-11.31,264.32
1522942527.408097,4841D5,1522942527.408097,52.08977,4.72161,8950.0,1522942526.949529,307.0,100.11,2624.0,1522942525.682918,294.0,1522942526.759683,261.0,0.46399999999999997,99.141,5.17,-11.29,264.32
1522942528.428266,4841D5,1522942528.428266,52.08943,4.72397,9000.0,1522942527.9557312,308.0,101.97,2624.0,1522942525.682918,294.0,1522942528.303333,261.0,0.46399999999999997,101.777,5.43,-11.39,264.27
1522942529.322216,4841D5,1522942528.428266,52.08943,4.72397,9000.0,1522942529.322216,310.0,105.34,2560.0,1522942525.682918,294.0,1522942529.317874,261.0,0.46399999999999997,103.359,5.57,-11.41,264.33
1522942529.922108,4841D5,1522942529.922108,52.088879999999996,4.72616,9075.0,1522942529.803302,310.0,105.34,2560.0,1522942529.6453881,294.0,1522942529.317874,261.0,0.46399999999999997,103.359,5.5,-11.42,264.35
1522942532.28067,4841D5,1522942530.928176,52.08847,4.72839,9100.0,1522942532.28067,311.0,109.48,2432.0,1522942532.299493,294.0,1522942532.2994812,261.0,0.46399999999999997,107.402,5.55,-11.39,264.5
1522942533.215652,4841D5,1522942532.93805,52.087509999999995,4.73289,9200.0,1522942533.215652,311.0,109.48,2432.0,1522942532.930973,294.0,1522942533.308353,261.0,0.46399999999999997,108.45700000000001,5.58,-11.4,261.85
1522942534.3720472,4841D5,1522942534.051206,52.086929999999995,4.73487,9225.0,1522942534.3720472,312.0,111.22,2368.0,1522942532.930973,294.0,1522942533.61441,261.0,0.46399999999999997,108.809,5.5,-11.38,261.86
1522942535.457629,4841D5,1522942535.117591,52.08636,4.73724,9275.0,1522942535.457629,312.0,111.8,2368.0,1522942535.2523699,294.0,1522942535.2523868,261.0,0.46399999999999997,109.68799999999999,5.48,-11.39,261.85
1522942536.402041,4841D5,1522942536.20319,52.08582,4.74144,9325.0,1522942536.402041,313.0,112.31,2368.0,1522942536.294133,294.0,1522942536.294126,261.0,0.46399999999999997,110.039,5.48,-11.39,261.78
1522942537.4195461,4841D5,1522942537.3111286,52.0852,4.74374,9375.0,1522942537.4195461,312.0,112.55,2368.0,1522942536.294133,294.0,1522942537.315717,260.0,0.46399999999999997,110.391,5.46,-11.4,261.87
1522942538.3903651,4841D5,1522942538.238873,52.08467,4.7458599999999995,9400.0,1522942538.3903651,314.0,112.65,2432.0,1522942537.589449,294.0,1522942538.375519,260.0,0.46399999999999997,110.742,5.61,-11.37,263.35
1522942539.330542,4841D5,1522942539.249798,52.08413,4.74798,9450.0,1522942539.330542,314.0,112.82,2496.0,1522942539.426945,294.0,1522942539.41905,260.0,0.46399999999999997,110.91799999999999,5.76,-11.34,263.0
1522942540.318738,4841D5,1522942540.280381,52.083529999999996,4.75021,9500.0,1522942540.318738,314.0,112.82,2560.0,1522942540.284423,294.0,1522942540.284416,259.0,0.46399999999999997,111.094,5.89,-11.27,263.4
1522942541.2779634,4841D5,1522942541.2779634,52.08297,4.75237,9550.0,1522942541.218993,314.0,112.82,2560.0,1522942540.284423,294.0,1522942541.358051,259.0,0.46399999999999997,111.094,6.02,-11.2,263.6
1522942542.38195,4841D5,1522942542.38195,52.08234,4.75456,9600.0,1522942542.180161,315.0,112.91,2688.0,1522942540.284423,294.0,1522942542.294368,259.0,0.46399999999999997,111.094,6.14,-11.21,263.79
1522942543.116762,4841D5,1522942542.38195,52.08234,4.75456,9600.0,1522942543.116762,315.0,112.91,2752.0,1522942540.284423,294.0,1522942543.174984,260.0,0.46799999999999997,111.094,6.2,-11.21,263.08
1522942544.6495528,4841D5,1522942544.549863,52.0811,4.75891,9700.0,1522942544.6495528,316.0,112.84,2880.0,1522942540.284423,294.0,1522942545.3307528,260.0,0.46799999999999997,110.91799999999999,6.36,-11.27,262.47
1522942548.24381,4841D5,1522942548.24381,52.078990000000005,4.7678400000000005,9900.0,1522942547.89635,319.0,112.63,3136.0,1522942548.270953,298.0,1522942548.270943,262.0,0.47200000000000003,110.91799999999999,6.45,-11.25,262.39
1522942549.355264,4841D5,1522942548.24381,52.078990000000005,4.7678400000000005,9900.0,1522942549.355264,320.0,112.56,3392.0,1522942548.270953,298.0,1522942548.694855,262.0,0.47200000000000003,110.742,6.56,-11.27,262.42
1522942550.307635,4841D5,1522942548.24381,52.078990000000005,4.7678400000000005,9900.0,1522942550.307635,320.0,112.56,3456.0,1522942548.270953,298.0,1522942550.30666,262.0,0.47600000000000003,110.742,6.65,-11.29,261.75
1522942553.17964,4841D5,1522942552.865667,52.07639,4.77669,10175.0,1522942553.17964,321.0,112.5,3264.0,1522942548.270953,298.0,1522942552.699408,262.0,0.47600000000000003,110.742,6.85,-11.33,260.52
1522942557.270293,4841D5,1522942556.8703241,52.0741,4.78569,10350.0,1522942557.270293,328.0,112.35,2048.0,1522942556.689464,302.0,1522942557.442782,265.0,0.48,110.742,7.26,-11.4,260.08
1522942557.865601,4841D5,1522942557.865601,52.07352,4.788,10375.0,1522942557.270293,328.0,112.35,2048.0,1522942556.689464,302.0,1522942557.546304,265.0,0.48,110.742,7.53,-11.45,260.26
