t,icao,tpos,lat,lon,alt,tv,gs,trk,roc,t50,tas,t60,ias,mach,hdg,vwx,vwy,temp
1522942304.486681,4841D5,1522942304.385747,51.95476,4.3839999999999995,2175.0,1522942304.486681,181.0,334.85,1344.0,1522942304.494545,190.0,1522942304.182599,187.0,0.292,336.094,6.14,-4.57,275.99
1522942305.331563,4841D5,1522942305.331563,51.95551,4.38347,2200.0,1522942305.079821,181.0,334.85,1344.0,1522942305.099861,194.0,1522942304.9623,189.0,0.29600000000000004,338.379,6.06,-4.7,275.79
1522942306.3896801,4841D5,1522942306.3896801,51.95636,4.38301,2225.0,1522942305.6552892,183.0,337.91,1472.0,1522942305.099861,194.0,1522942305.597902,192.0,0.3,339.785,6.1,-4.7,275.7
1522942308.29605,4841D5,1522942308.29605,51.95796,4.3821699999999995,2275.0,1522942308.110636,189.0,343.1,1600.0,1522942308.1890712,200.0,1522942308.18905,197.0,0.308,344.88300000000004,6.11,-4.94,276.27
1522942309.444229,4841D5,1522942309.444229,51.95895,4.381819999999999,2325.0,1522942309.21861,191.0,345.17,1792.0,1522942309.161483,200.0,1522942309.177332,198.0,0.312,347.344,6.06,-5.04,275.97
1522942310.147832,4841D5,1522942309.960701,51.95942,4.3819,2350.0,1522942310.147832,193.0,347.47,2048.0,1522942309.161483,200.0,1522942309.612786,198.0,0.312,348.223,6.02,-4.97,275.85
1522942311.467892,4841D5,1522942311.467892,51.960770000000004,4.38135,2400.0,1522942311.265859,196.0,352.12,2368.0,1522942311.478205,202.0,1522942311.478217,200.0,0.316,353.145,6.1,-5.01,275.87
1522942312.485051,4841D5,1522942312.485051,51.96172,4.3811800000000005,2450.0,1522942312.356015,198.0,354.52,2304.0,1522942312.210614,204.0,1522942312.201459,201.0,0.316,355.07800000000003,6.15,-5.28,274.33
1522942313.448798,4841D5,1522942313.448798,51.962590000000006,4.38111,2500.0,1522942313.297472,199.0,357.12,2560.0,1522942312.210614,204.0,1522942313.3482769,202.0,0.32,358.066,6.12,-5.35,273.87
1522942314.390228,4841D5,1522942314.390228,51.96346,4.3811,2525.0,1522942314.181501,199.0,357.12,2560.0,1522942312.210614,204.0,1522942313.625649,202.0,0.32,358.594,6.13,-5.58,274.71
1522942315.3823562,4841D5,1522942315.3823562,51.96435,4.38111,2575.0,1522942315.164433,201.0,0.0,2880.0,1522942315.438987,210.0,1522942315.439016,206.0,0.32799999999999996,3.1639999999999997,6.09,-5.51,275.47
1522942316.2781,4841D5,1522942316.2781,51.96519,4.3811800000000005,2625.0,1522942316.109926,202.0,2.27,2880.0,1522942316.235652,210.0,1522942316.224485,206.0,0.32799999999999996,4.57,6.04,-5.64,273.9
1522942317.482791,4841D5,1522942317.239049,51.966120000000004,4.38135,2675.0,1522942317.482791,205.0,6.43,2816.0,1522942316.235652,210.0,1522942316.525317,207.0,0.32799999999999996,5.098,6.07,-5.76,272.81
1522942318.177782,4841D5,1522942318.177782,51.967009999999995,4.38135,2725.0,1522942317.9882536,205.0,6.43,2816.0,1522942317.546944,212.0,1522942317.652135,208.0,0.32799999999999996,6.855,6.17,-6.04,272.43
1522942319.278915,4841D5,1522942319.278915,51.96803,4.381819999999999,2775.0,1522942319.075365,206.0,8.09,2880.0,1522942319.405168,212.0,1522942319.405176,208.0,0.332,8.437999999999999,6.15,-5.92,272.68
1522942320.272113,4841D5,1522942320.272113,51.968990000000005,4.38202,2825.0,1522942320.090102,206.0,9.46,3136.0,1522942320.2320054,214.0,1522942320.23198,208.0,0.332,8.965,6.11,-5.84,273.7
1522942322.449219,4841D5,1522942322.449219,51.97105,4.382630000000001,2950.0,1522942322.092333,207.0,11.09,3520.0,1522942321.752317,214.0,1522942321.744158,209.0,0.332,10.02,6.25,-6.33,273.36
1522942323.450692,4841D5,1522942323.450692,51.971990000000005,4.3829199999999995,3025.0,1522942323.180374,209.0,11.58,3648.0,1522942323.3631241,216.0,1522942323.363132,211.0,0.336,11.074000000000002,6.3,-6.47,273.48
1522942324.408281,4841D5,1522942324.408281,51.97292,4.38331,3075.0,1522942324.183573,209.0,12.38,3584.0,1522942324.2320118,218.0,1522942324.2319882,212.0,0.336,11.777000000000001,6.38,-6.75,273.31
1522942325.361398,4841D5,1522942325.361398,51.9738,4.3837,3150.0,1522942325.139402,210.0,12.91,3456.0,1522942324.2320118,218.0,1522942324.5444946,212.0,0.336,12.305,6.39,-6.71,273.26
1522942326.3765118,4841D5,1522942326.3765118,51.974759999999996,4.38408,3200.0,1522942326.213484,211.0,13.97,3584.0,1522942325.932457,218.0,1522942325.9324741,213.0,0.34,14.238,6.33,-6.86,272.68
1522942327.35815,4841D5,1522942327.35815,51.97571,4.38457,3275.0,1522942327.2723632,211.0,16.73,3776.0,1522942327.3312778,218.0,1522942327.331285,211.0,0.336,16.875,6.43,-6.91,273.04
1522942328.229247,4841D5,1522942328.229247,51.9765,4.38507,3325.0,1522942328.162761,211.0,16.73,3776.0,1522942328.2445712,216.0,1522942328.244563,210.0,0.336,18.457,6.44,-7.09,273.58
1522942329.407396,4841D5,1522942329.220912,51.97744,4.3855900000000005,3400.0,1522942329.407396,211.0,20.14,4416.0,1522942328.2445712,216.0,1522942329.085776,210.0,0.336,19.512,6.47,-7.34,274.0
1522942330.35027,4841D5,1522942330.258825,51.97838,4.38614,3475.0,1522942330.35027,212.0,21.85,4608.0,1522942330.125007,214.0,1522942330.125041,206.0,0.332,20.918000000000003,6.44,-7.25,273.28
1522942331.238699,4841D5,1522942331.238699,51.97925,4.38684,3550.0,1522942330.778171,212.0,21.85,4608.0,1522942331.3766599,216.0,1522942331.376669,209.0,0.336,22.851999999999997,6.59,-7.51,273.56
1522942332.320037,4841D5,1522942332.320037,51.98021,4.38751,3625.0,1522942331.6297472,212.0,23.55,4544.0,1522942332.2554939,218.0,1522942332.255476,211.0,0.34,24.434,6.63,-7.78,274.05
1522942333.371572,4841D5,1522942333.371572,51.981159999999996,4.38817,3700.0,1522942333.202728,214.0,25.13,3968.0,1522942333.305383,220.0,1522942332.255476,211.0,0.34,24.434,6.67,-7.86,273.35
1522942334.488465,4841D5,1522942334.488465,51.98213,4.38896,3775.0,1522942334.232106,215.0,26.8,3648.0,1522942333.305383,220.0,1522942333.6965554,212.0,0.344,28.125,6.73,-7.98,272.71
1522942335.0188134,4841D5,1522942335.0188134,51.98259,4.38896,3800.0,1522942334.741733,216.0,29.05,3520.0,1522942333.305383,220.0,1522942334.86022,213.0,0.344,31.641,6.83,-8.14,272.67
1522942338.933242,4841D5,1522942338.933242,51.9857,4.39285,4075.0,1522942338.4517882,218.0,40.91,4352.0,,,1522942339.108293,215.0,0.348,43.418,7.04,-8.61,270.29
1522942340.489852,4841D5,1522942340.489852,51.9868,4.39507,4200.0,1522942340.409099,219.0,46.48,4416.0,1522942340.268686,224.0,1522942340.268678,215.0,0.35200000000000004,46.582,7.09,-8.83,269.98
1522942341.992636,4841D5,1522942341.992636,51.98782,4.39626,4325.0,1522942341.857729,219.0,49.43,4416.0,1522942341.723149,226.0,1522942341.726406,216.0,0.35200000000000004,50.273,7.21,-8.95,270.06
1522942343.392621,4841D5,1522942343.11547,51.988490000000006,4.3975800000000005,4400.0,1522942343.392621,221.0,54.94,4416.0,1522942343.1892009,226.0,1522942343.230249,216.0,0.35200000000000004,54.141000000000005,7.25,-9.02,270.16
1522942344.278635,4841D5,1522942344.2037802,51.989090000000004,4.40025,4475.0,1522942344.278635,221.0,57.53,4352.0,1522942344.2819939,226.0,1522942344.281985,215.0,0.35200000000000004,56.25,7.26,-9.09,270.6
1522942344.859212,4841D5,1522942344.6783268,51.98932,4.40025,4525.0,1522942344.859212,221.0,57.53,4352.0,1522942344.6154132,226.0,1522942344.281985,215.0,0.35200000000000004,56.25,7.23,-9.05,269.98
1522942346.452857,4841D5,1522942346.452857,51.99023,4.40308,4625.0,1522942345.7749481,222.0,59.74,4032.0,1522942346.8788571,226.0,1522942346.897052,215.0,0.35200000000000004,61.875,7.31,-9.19,270.94
1522942348.42184,4841D5,1522942348.42184,51.99115,4.4062,4725.0,1522942347.761343,224.0,63.78,3328.0,1522942348.282024,226.0,1522942348.282017,215.0,0.35200000000000004,64.688,7.4,-9.35,270.73
1522942350.744805,4841D5,1522942349.326271,51.99149,4.40779,4775.0,1522942350.744805,226.0,69.56,2496.0,1522942351.072225,226.0,1522942351.0722358,215.0,0.35600000000000004,69.082,7.41,-9.33,270.59
1522942351.700027,4841D5,1522942349.326271,51.99149,4.40779,4775.0,1522942351.700027,227.0,71.01,2112.0,1522942352.293363,228.0,1522942352.293348,216.0,0.35600000000000004,70.664,7.36,-9.26,271.18
1522942353.3735561,4841D5,1522942353.3735561,51.99289,4.41415,4950.0,1522942353.279892,230.0,73.61,1664.0,1522942352.806361,228.0,1522942352.806374,216.0,0.35600000000000004,71.191,7.48,-9.51,270.17
1522942354.45901,4841D5,1522942354.45901,51.99321,4.41574,4975.0,1522942353.755542,230.0,73.61,1664.0,1522942352.806361,228.0,1522942353.8081589,217.0,0.36,72.24600000000001,7.45,-9.49,269.53
1522942355.489094,4841D5,1522942355.489094,51.9935,4.41752,5000.0,1522942355.344545,233.0,75.61,1856.0,1522942355.252597,232.0,1522942355.257457,219.0,0.36,73.301,7.49,-9.56,269.89
1522942356.299953,4841D5,1522942356.0258286,51.99364,4.4176,5025.0,1522942356.299953,233.0,76.38,2048.0,1522942356.295496,232.0,1522942356.2893212,220.0,0.364,73.652,7.46,-9.52,269.68
1522942357.463337,4841D5,1522942357.463337,51.994009999999996,4.4209,5075.0,1522942356.840385,233.0,76.38,2048.0,1522942356.295496,232.0,1522942356.841143,220.0,0.364,73.828,7.46,-9.52,269.36
1522942357.822314,4841D5,1522942357.463337,51.994009999999996,4.4209,5075.0,1522942357.822314,235.0,76.73,2112.0,1522942356.295496,232.0,1522942357.766555,221.0,0.364,73.828,7.49,-9.56,269.34
1522942357.822314,4841D5,1522942357.463337,51.994009999999996,4.4209,5075.0,1522942357.822314,235.0,76.73,2112.0,1522942358.937741,234.0,1522942359.025287,221.0,0.368,73.477,5.23,-9.0,266.29
1522942360.422304,4841D5,1522942360.422304,51.99477,4.42619,5175.0,1522942359.763173,237.0,76.84,1920.0,1522942360.3028786,236.0,1522942360.309923,223.0,0.368,73.301,4.63,-9.06,268.63
1522942361.2567859,4841D5,1522942361.2567859,51.99499,4.4278,5200.0,1522942361.244049,239.0,76.25,1920.0,1522942360.3028786,236.0,1522942360.824538,223.0,0.37200000000000005,73.125,4.52,-8.8,267.37
1522942362.192372,4841D5,1522942362.192372,51.99527,4.42955,5250.0,1522942361.680253,239.0,76.25,1920.0,1522942360.3028786,236.0,1522942361.777485,224.0,0.37200000000000005,73.125,4.44,-8.64,266.71
1522942363.044587,4841D5,1522942363.044587,51.9955,4.4297,5275.0,1522942361.680253,239.0,76.25,1920.0,1522942363.024402,238.0,1522942363.012175,225.0,0.37200000000000005,72.949,4.23,-8.64,267.35
1522942363.878772,4841D5,1522942363.878772,51.99573,4.4313400000000005,5300.0,1522942363.833367,242.0,75.91,1920.0,1522942364.301092,240.0,1522942364.301073,226.0,0.376,73.125,4.11,-8.49,267.56
1522942365.383109,4841D5,1522942365.0479062,51.99605,4.43321,5325.0,1522942364.870568,244.0,76.02,1984.0,1522942364.301092,240.0,1522942364.829267,227.0,0.376,73.125,4.19,-8.36,267.69
1522942366.078406,4841D5,1522942366.078406,51.996340000000004,4.43487,5375.0,1522942365.76968,245.0,76.08,1984.0,1522942364.301092,240.0,1522942365.795238,228.0,0.38,73.125,4.33,-8.26,266.89
1522942367.204151,4841D5,1522942367.126972,51.9966,4.4368,5400.0,1522942367.204151,246.0,75.91,1920.0,1522942364.301092,240.0,1522942366.97891,229.0,0.38,73.125,4.52,-8.13,266.24
1522942368.221829,4841D5,1522942368.153661,51.99689,4.43848,5425.0,1522942368.221829,248.0,76.02,1856.0,1522942364.301092,240.0,1522942368.302026,230.0,0.384,73.125,4.57,-8.15,266.21
1522942369.195679,4841D5,1522942369.195679,51.997170000000004,4.44209,5475.0,1522942368.713959,249.0,76.08,1856.0,1522942364.301092,240.0,1522942368.851887,230.0,0.384,73.125,4.9,-8.04,264.84
1522942370.2949731,4841D5,1522942370.2949731,51.99751,4.443969999999999,5500.0,1522942370.1843321,250.0,76.13,1792.0,,,1522942369.7958946,231.0,0.384,72.949,4.94,-8.08,264.83
1522942371.333292,4841D5,1522942371.333292,51.99778,4.445930000000001,5525.0,1522942370.734961,251.0,75.96,1728.0,1522942370.9485116,248.0,1522942370.984751,232.0,0.38799999999999996,72.949,4.85,-8.11,265.48
1522942372.2547731,4841D5,1522942372.2547731,51.998059999999995,4.44756,5550.0,1522942371.7231839,252.0,76.02,1664.0,1522942372.326104,250.0,1522942372.315064,234.0,0.38799999999999996,72.773,4.74,-8.22,266.66
1522942373.331935,4841D5,1522942373.248685,51.99834,4.44954,5575.0,1522942373.331935,254.0,75.69,1600.0,1522942373.024007,250.0,1522942372.853685,234.0,0.392,72.773,4.74,-8.2,266.86
1522942374.426303,4841D5,1522942374.174088,51.99862,4.44946,5600.0,1522942374.426303,255.0,75.75,1536.0,1522942373.024007,250.0,1522942373.805979,235.0,0.392,72.773,4.79,-8.19,267.0
1522942375.475522,4841D5,1522942374.655648,51.99875,4.45129,5625.0,1522942375.475522,257.0,75.59,1472.0,1522942374.929399,252.0,1522942374.9193099,235.0,0.392,72.598,4.83,-8.19,267.63
1522942376.12766,4841D5,1522942376.12766,51.99922,4.45331,5650.0,1522942376.000709,257.0,75.59,1472.0,1522942376.3198712,252.0,1522942376.319858,236.0,0.396,72.598,4.89,-8.18,267.5
1522942377.164305,4841D5,1522942377.164305,51.99953,4.455030000000001,5675.0,1522942376.580884,258.0,75.64,1472.0,1522942376.3198712,252.0,1522942376.859555,237.0,0.396,72.422,4.99,-8.23,267.43
1522942378.043027,4841D5,1522942377.6133618,51.99964,4.457,5700.0,1522942378.043027,258.0,75.43,1408.0,1522942377.586039,254.0,1522942377.824889,237.0,0.396,72.422,4.97,-8.25,267.8
1522942379.061833,4841D5,1522942379.048242,52.00008,4.459,5725.0,1522942379.061833,259.0,75.48,1344.0,1522942378.888523,254.0,1522942379.014259,238.0,0.4,72.24600000000001,5.03,-8.29,267.53
1522942380.394002,4841D5,1522942380.162622,52.00043,4.46068,5750.0,1522942380.0851,260.0,75.32,1280.0,1522942380.364776,256.0,1522942380.3705368,239.0,0.4,72.24600000000001,5.0,-8.32,267.81
1522942381.108591,4841D5,1522942381.108591,52.00072,4.46266,5775.0,1522942381.083793,260.0,75.32,1280.0,1522942380.364776,256.0,1522942380.866774,239.0,0.4,72.24600000000001,4.98,-8.34,268.02
1522942382.184468,4841D5,1522942382.085204,52.00104,4.46453,5775.0,1522942382.184468,261.0,75.17,1216.0,1522942381.831805,256.0,1522942380.866774,239.0,0.4,72.24600000000001,5.01,-8.31,268.2
1522942383.2181768,4841D5,1522942383.096894,52.00136,4.466480000000001,5800.0,1522942383.2181768,261.0,75.17,1088.0,1522942383.016778,258.0,1522942383.020757,241.0,0.40399999999999997,72.07,4.95,-8.35,268.22
1522942384.352021,4841D5,1522942384.074115,52.00164,4.4683,5825.0,1522942384.352021,262.0,75.01,1024.0,1522942384.323472,258.0,1522942384.3234632,241.0,0.40399999999999997,71.895,4.95,-8.37,268.25
1522942385.4279618,4841D5,1522942385.126632,52.001999999999995,4.47029,5850.0,1522942385.4279618,264.0,74.86,960.0,1522942384.771261,258.0,1522942384.878578,242.0,0.40399999999999997,71.719,5.03,-8.38,268.21
1522942388.499435,4841D5,1522942388.144108,52.00295,4.47607,5900.0,1522942388.499435,266.0,74.76,832.0,1522942388.317007,262.0,1522942388.316999,244.0,0.408,71.543,5.06,-8.45,268.25
1522942389.266052,4841D5,1522942389.266052,52.00332,4.47975,5900.0,1522942388.499435,266.0,74.76,832.0,1522942389.4722981,262.0,1522942389.4723089,244.0,0.41200000000000003,71.543,5.05,-8.49,268.02
1522942390.367553,4841D5,1522942390.193555,52.00365,4.48174,5925.0,1522942390.139413,266.0,74.56,832.0,1522942389.4722981,262.0,1522942389.849448,245.0,0.41200000000000003,71.543,5.04,-8.5,267.86
1522942391.211653,4841D5,1522942391.0447464,52.00392,4.48189,5925.0,1522942391.211653,267.0,74.61,704.0,1522942390.783918,262.0,1522942391.063541,246.0,0.41200000000000003,71.367,5.07,-8.54,267.69
1522942392.17495,4841D5,1522942392.17495,52.0043,4.4836800000000006,5950.0,1522942391.692236,267.0,74.41,640.0,1522942392.325809,264.0,1522942392.3257961,246.0,0.41200000000000003,71.367,5.01,-8.56,267.95
1522942393.086791,4841D5,1522942393.086791,52.00461,4.4856300000000005,5950.0,1522942392.664266,268.0,74.46,640.0,1522942393.4337,264.0,1522942393.433711,247.0,0.41600000000000004,71.191,5.02,-8.61,267.65
1522942394.1383061,4841D5,1522942394.076976,52.00495,4.48752,5950.0,1522942394.1383061,268.0,74.46,576.0,1522942393.4337,264.0,1522942393.863324,247.0,0.41600000000000004,71.191,5.01,-8.65,267.42
1522942395.436759,4841D5,1522942395.1011028,52.00529,4.48952,5975.0,1522942394.6961849,270.0,74.32,512.0,1522942394.7525866,266.0,1522942395.063074,248.0,0.41600000000000004,71.191,5.01,-8.66,267.57
1522942396.246232,4841D5,1522942396.246232,52.00566,4.49333,5975.0,1522942395.724535,270.0,74.32,576.0,1522942396.3190699,266.0,1522942396.3190632,248.0,0.41600000000000004,71.191,5.0,-8.68,267.75
1522942397.206365,4841D5,1522942397.206365,52.00602,4.495369999999999,5975.0,1522942396.677149,271.0,74.37,576.0,1522942397.388475,266.0,1522942397.396671,249.0,0.42,71.191,5.03,-8.68,267.42
1522942398.12667,4841D5,1522942398.12667,52.00634,4.49545,6000.0,1522942397.6642606,271.0,74.17,512.0,1522942397.388475,266.0,1522942397.88307,249.0,0.42,71.191,5.05,-8.66,267.13
1522942399.0451741,4841D5,1522942399.0451741,52.00662,4.4973,6000.0,1522942398.5462039,272.0,74.23,448.0,1522942399.0690699,268.0,1522942399.074008,250.0,0.42,71.191,5.03,-8.66,267.21
1522942400.486454,4841D5,1522942400.0692801,52.007,4.49929,6000.0,1522942400.486454,273.0,74.08,320.0,1522942400.49494,270.0,1522942400.3230221,251.0,0.42,71.016,5.01,-8.69,267.65
1522942401.402279,4841D5,1522942401.138929,52.00735,4.50134,6000.0,1522942401.402279,273.0,74.08,256.0,1522942401.356479,270.0,1522942401.3564858,252.0,0.424,71.016,4.97,-8.71,267.59
1522942403.363283,4841D5,1522942403.114894,52.00809,4.50531,6025.0,1522942403.363283,274.0,73.94,128.0,1522942403.045486,272.0,1522942403.086354,253.0,0.424,71.016,4.88,-8.74,267.95
1522942404.309579,4841D5,1522942403.985599,52.008390000000006,4.507219999999999,6025.0,1522942404.309579,275.0,74.0,64.0,1522942404.473537,272.0,1522942404.4611778,253.0,0.428,71.016,4.85,-8.75,267.79
1522942405.417766,4841D5,1522942405.169293,52.00877,4.5092,6025.0,1522942405.390419,275.0,73.8,64.0,1522942405.327926,272.0,1522942405.464895,254.0,0.428,71.016,4.8,-8.71,267.65
1522942406.4869714,4841D5,1522942406.254431,52.009190000000004,4.51309,6025.0,1522942406.4869714,276.0,73.86,0.0,1522942405.327926,272.0,1522942406.079827,254.0,0.428,71.016,4.81,-8.69,267.48
1522942407.309975,4841D5,1522942407.309975,52.00956,4.515219999999999,6025.0,1522942406.4869714,276.0,73.86,0.0,1522942406.658695,274.0,1522942407.096908,255.0,0.428,70.84,4.75,-8.71,267.69
1522942408.4892259,4841D5,1522942408.422443,52.00996,4.5172099999999995,6025.0,1522942408.4892259,277.0,73.91,-64.0,1522942408.430693,274.0,1522942408.4307,256.0,0.428,70.84,4.73,-8.74,267.89
1522942409.464252,4841D5,1522942409.464252,52.01035,4.51915,6000.0,1522942409.4287279,278.0,73.72,-64.0,1522942409.269226,274.0,1522942409.269218,256.0,0.43200000000000005,70.488,4.76,-8.78,267.61
1522942410.379039,4841D5,1522942410.379039,52.0107,4.52118,6025.0,1522942409.983766,278.0,73.72,-64.0,1522942409.658154,274.0,1522942409.90245,256.0,0.43200000000000005,70.137,4.82,-8.91,267.39
1522942411.474984,4841D5,1522942411.474984,52.01109,4.52315,6000.0,1522942411.462878,278.0,72.87,0.0,1522942410.6341946,274.0,1522942411.125962,256.0,0.43200000000000005,69.434,4.85,-8.95,267.19
1522942412.3393679,4841D5,1522942411.921037,52.01128,4.52323,6000.0,1522942412.3393679,277.0,72.15,0.0,1522942412.325906,274.0,1522942412.385982,256.0,0.43200000000000005,68.37899999999999,4.89,-9.06,267.01
1522942413.2769241,4841D5,1522942412.9217632,52.01166,4.52522,6000.0,1522942413.2769241,277.0,71.3,64.0,1522942413.334267,274.0,1522942413.438493,256.0,0.43200000000000005,67.5,4.93,-9.17,266.86
1522942414.302233,4841D5,1522942414.020227,52.012159999999994,4.52715,6025.0,1522942414.302233,277.0,70.19,64.0,1522942414.389873,274.0,1522942414.377484,256.0,0.43200000000000005,66.62100000000001,4.91,-9.19,266.86
1522942415.280024,4841D5,1522942414.606874,52.012440000000005,4.52911,6025.0,1522942415.280024,277.0,69.35,64.0,1522942414.5911179,276.0,1522942415.132038,256.0,0.43200000000000005,65.918,4.88,-9.24,267.07
1522942416.234737,4841D5,1522942416.187906,52.01314,4.5328800000000005,6025.0,1522942416.234737,277.0,69.35,64.0,1522942416.373806,274.0,1522942416.366234,256.0,0.43200000000000005,64.688,5.02,-9.44,266.88
1522942417.379751,4841D5,1522942417.263012,52.01365,4.53484,6025.0,1522942417.379751,277.0,67.51,0.0,1522942417.194042,274.0,1522942417.194058,256.0,0.43200000000000005,63.983999999999995,5.08,-9.46,266.73
1522942418.417335,4841D5,1522942417.7991538,52.01393,4.53492,6025.0,1522942418.417335,276.0,66.58,-64.0,1522942418.017524,276.0,1522942418.2435234,256.0,0.43200000000000005,63.105,5.02,-9.47,266.93
1522942419.479512,4841D5,1522942419.350137,52.01477,4.53861,6025.0,1522942419.479512,277.0,65.74,0.0,1522942418.555998,276.0,1522942419.15569,257.0,0.43200000000000005,62.227,5.04,-9.49,267.08
1522942420.3243608,4841D5,1522942420.3243608,52.01527,4.54063,6025.0,1522942419.9767866,277.0,65.74,0.0,1522942418.555998,276.0,1522942420.3750699,257.0,0.43200000000000005,61.172,5.11,-9.66,267.21
1522942421.396825,4841D5,1522942420.889866,52.01559,4.54056,6025.0,1522942421.396825,277.0,63.71,0.0,1522942418.555998,276.0,1522942421.162007,257.0,0.43200000000000005,60.468999999999994,5.09,-9.61,267.35
1522942422.4882786,4841D5,1522942422.4882786,52.01651,4.5443,6025.0,1522942422.427092,277.0,62.97,0.0,1522942422.192744,276.0,1522942422.2049859,258.0,0.43200000000000005,59.59,5.09,-9.59,267.5
1522942423.479788,4841D5,1522942423.04134,52.01683,4.54445,6025.0,1522942423.479788,277.0,62.05,64.0,1522942423.080432,276.0,1522942423.173801,258.0,0.43200000000000005,58.711000000000006,5.11,-9.57,267.59
1522942424.499388,4841D5,1522942424.499388,52.01775,4.548030000000001,6025.0,1522942424.3264391,277.0,61.31,64.0,1522942424.3360848,278.0,1522942424.328324,259.0,0.436,57.656000000000006,5.1,-9.6,267.6
1522942425.240115,4841D5,1522942424.938701,52.01802,4.548109999999999,6025.0,1522942425.240115,277.0,61.31,64.0,1522942425.126281,278.0,1522942425.126272,259.0,0.436,56.953,5.15,-9.75,267.61
1522942426.28968,4841D5,1522942425.967931,52.018679999999996,4.54975,6025.0,1522942426.28968,276.0,59.53,192.0,1522942426.489505,278.0,1522942426.489519,260.0,0.436,55.723,5.15,-9.81,267.61
1522942427.300488,4841D5,1522942427.033135,52.01935,4.5517,6025.0,1522942427.300488,276.0,58.61,320.0,1522942426.489505,278.0,1522942427.180012,259.0,0.436,55.02,5.09,-9.83,267.62
1522942428.34457,4841D5,1522942428.068723,52.02008,4.55336,6025.0,1522942428.34457,276.0,57.58,512.0,1522942428.319186,278.0,1522942428.3342302,260.0,0.436,53.965,5.1,-9.85,267.63
1522942429.350862,4841D5,1522942429.088544,52.02077,4.55513,6050.0,1522942429.350862,275.0,56.83,576.0,1522942429.100494,278.0,1522942429.100505,260.0,0.436,53.262,5.06,-9.87,267.63
1522942430.494607,4841D5,1522942430.37869,52.021679999999996,4.55856,6050.0,1522942430.494607,276.0,55.91,640.0,1522942429.100494,278.0,1522942430.460579,260.0,0.436,52.031000000000006,5.09,-9.9,267.64
1522942431.381696,4841D5,1522942431.381696,52.02245,4.56027,6075.0,1522942431.027603,276.0,55.91,640.0,1522942430.569622,280.0,1522942431.192719,260.0,0.44,51.504,5.12,-10.05,267.6
1522942432.46752,4841D5,1522942432.3159802,52.0231,4.562,6075.0,1522942432.46752,275.0,54.29,640.0,1522942432.331569,280.0,1522942432.225252,260.0,0.44,50.625,5.04,-10.12,267.52
1522942433.467998,4841D5,1522942433.233089,52.0238,4.56364,6075.0,1522942433.467998,275.0,53.25,704.0,1522942433.048404,280.0,1522942433.057199,261.0,0.44,49.746,4.99,-10.15,267.44
1522942435.470829,4841D5,1522942435.203219,52.02534,4.56686,6125.0,1522942435.470829,274.0,51.5,832.0,1522942433.048404,280.0,1522942435.2036474,261.0,0.44,47.988,4.85,-10.24,267.4
1522942436.489865,4841D5,1522942436.1450222,52.02608,4.567019999999999,6125.0,1522942436.489865,274.0,50.46,1024.0,1522942436.1711712,280.0,1522942436.341811,261.0,0.44,46.934,4.76,-10.32,267.35
1522942437.223435,4841D5,1522942437.223435,52.02701,4.57008,6150.0,1522942437.0353632,274.0,50.46,1024.0,1522942437.009983,280.0,1522942437.02428,261.0,0.44,46.406000000000006,4.84,-10.39,267.31
1522942438.325695,4841D5,1522942438.325695,52.02791,4.57169,6175.0,1522942438.116182,275.0,49.71,1088.0,1522942437.009983,280.0,1522942437.9999108,262.0,0.44,45.527,4.87,-10.53,267.26
1522942439.38959,4841D5,1522942439.38959,52.02883,4.57322,6200.0,1522942439.059298,274.0,48.99,1088.0,1522942439.231704,282.0,1522942439.414342,262.0,0.44,44.297,4.91,-10.74,267.51
1522942441.2614028,4841D5,1522942441.2614028,52.030409999999996,4.5762,6225.0,1522942441.225412,273.0,47.22,1344.0,1522942440.971466,282.0,1522942441.005302,261.0,0.44,43.066,4.78,-11.0,267.78
1522942442.354466,4841D5,1522942442.354466,52.03139,4.57764,6275.0,1522942442.105851,274.0,46.48,1536.0,1522942440.971466,282.0,1522942442.357825,261.0,0.44,42.188,4.83,-11.12,268.0
1522942444.48895,4841D5,1522942444.1707199,52.03302,4.5791,6325.0,1522942444.48895,272.0,45.0,1856.0,1522942444.085688,280.0,1522942444.16744,260.0,0.44,41.836000000000006,4.68,-11.26,267.9
1522942445.430595,4841D5,1522942445.114925,52.03386,4.58061,6350.0,1522942445.430595,273.0,44.85,1856.0,1522942444.927603,280.0,1522942445.050987,260.0,0.44,41.66,4.66,-11.19,267.77
1522942447.452301,4841D5,1522942447.110926,52.03564,4.58359,6425.0,1522942447.452301,273.0,45.15,1984.0,1522942447.063857,282.0,1522942447.3093321,260.0,0.44,42.012,4.58,-11.2,267.98
1522942448.06822,4841D5,1522942448.06822,52.03646,4.58499,6450.0,1522942447.980416,273.0,45.15,1984.0,1522942448.0593119,282.0,1522942448.305242,261.0,0.44,42.188,4.55,-11.13,268.18
1522942449.209948,4841D5,1522942449.209948,52.037490000000005,4.58789,6500.0,1522942449.0415099,273.0,45.15,2112.0,1522942448.8857539,282.0,1522942449.019301,260.0,0.44,42.363,4.5,-11.11,268.37
1522942450.258418,4841D5,1522942450.258418,52.03844,4.58931,6550.0,1522942449.914799,274.0,45.3,2240.0,1522942449.9526482,282.0,1522942450.290759,261.0,0.444,42.538999999999994,4.47,-11.04,268.13
